@relation audlt_scrub

@attribute age {Adult,Child,Senior}
@attribute workclass {Self-emp-not-inc,Private,State-gov,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute marital-status {Married-civ-spouse,Divorced,Married-spouse-absent,Never-married,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Adm-clerical,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Husband,Not-in-family,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute native-country {United-States,Cuba,Jamaica,India,Mexico,South,Puerto-Rico,Honduras,England,Canada,Germany,Iran,Philippines,Italy,Poland,Columbia,Cambodia,Thailand,Ecuador,Laos,Taiwan,Haiti,Portugal,Dominican-Republic,El-Salvador,France,Guatemala,China,Japan,Yugoslavia,Peru,Outlying-US(Guam-USVI-etc),Scotland,Trinadad&Tobago,Greece,Nicaragua,Vietnam,Hong,Ireland,Hungary,Holand-Netherlands}
@attribute work-status {PartTime,FullTime,OverTime}
@attribute capital-gain {None,High,Low}
@attribute capital-loss {None,High,Low}
@attribute salary {<=50K,>50K}

@data
Adult,Private,10th,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,?,5th-6th,Married-civ-spouse,?,Husband,White,Male,Mexico,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Separated,Tech-support,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,High,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,Low,<=50K
Adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,PartTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,OverTime,High,None,>50K
Adult,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,Low,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Male,Jamaica,PartTime,None,None,<=50K
Child,?,10th,Never-married,?,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Senior,State-gov,HS-grad,Widowed,Prof-specialty,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,?,12th,Married-civ-spouse,?,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Divorced,Transport-moving,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,Philippines,FullTime,None,None,<=50K
Adult,?,HS-grad,Never-married,?,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,12th,Never-married,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,Bachelors,Never-married,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,Assoc-voc,Never-married,?,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Cuba,FullTime,None,High,>50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,High,>50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,5th-6th,Never-married,Handlers-cleaners,Unmarried,White,Male,Guatemala,PartTime,None,None,<=50K
Adult,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,PartTime,None,None,>50K
Adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Federal-gov,Masters,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,High,None,>50K
Adult,Self-emp-not-inc,10th,Married-spouse-absent,Other-service,Not-in-family,White,Female,United-States,PartTime,None,Low,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,El-Salvador,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Never-married,Other-service,Own-child,White,Male,El-Salvador,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,El-Salvador,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,FullTime,Low,None,>50K
Adult,Local-gov,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Child,?,11th,Never-married,?,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,12th,Divorced,Craft-repair,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Dominican-Republic,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,Peru,FullTime,None,None,<=50K
Adult,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,OverTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,Haiti,FullTime,None,Low,<=50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,7th-8th,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,OverTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,South,FullTime,None,None,<=50K
Adult,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Doctorate,Divorced,Prof-specialty,Unmarried,Black,Female,United-States,PartTime,None,High,>50K
Adult,Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,Yugoslavia,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Child,Private,11th,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Child,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Masters,Divorced,Other-service,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,United-States,FullTime,Low,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,OverTime,None,None,<=50K
Adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,?,1st-4th,Married-civ-spouse,?,Husband,White,Male,Mexico,PartTime,Low,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,High,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,11th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Senior,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Assoc-acdm,Widowed,Sales,Unmarried,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Private,Assoc-acdm,Widowed,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Child,Private,11th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,United-States,PartTime,None,None,<=50K
Adult,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,?,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Child,?,HS-grad,Never-married,?,Own-child,Asian-Pac-Islander,Female,United-States,PartTime,None,Low,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,FullTime,None,None,<=50K
Adult,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,PartTime,None,None,<=50K
Senior,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,OverTime,None,None,<=50K
Adult,Local-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,United-States,PartTime,None,None,<=50K
Adult,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,FullTime,None,None,>50K
Adult,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,High,<=50K
Adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,10th,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,11th,Never-married,Other-service,Unmarried,Black,Female,Jamaica,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Child,Private,11th,Never-married,Sales,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,?,Some-college,Divorced,?,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Male,United-States,FullTime,None,None,>50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,PartTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,Low,None,<=50K
Senior,?,Some-college,Married-civ-spouse,?,Husband,White,Male,Canada,PartTime,None,None,<=50K
Adult,?,Some-college,Never-married,?,Unmarried,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,Low,None,>50K
Senior,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,PartTime,Low,None,>50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,High,>50K
Child,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Italy,PartTime,None,None,<=50K
Adult,Private,10th,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,?,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
